Topic #0:,Annotate Here,information,user,search,experiment,pages,provided,effective,log,means,prior,engine,designed,collected,records,works,digital,reduction,subjects,programs,news,engines,articles,commercial,exist,expert,extended,extend,expression,events,explore,evidence,exact,external,experiments,expansion,example,examples,expected,execution,experience,existing,experimental,factor,extract,extracted,focus,flow,fixed,findings,finding
Topic #1:,Annotate Here,real,clustering,similarity,make,vector,rule,difference,complexity,component,world,14,scheme,databases,phase,relative,degree,achieved,advantage,hard,copies,domains,22,estimates,reduced,built,automatic,start,inference,tests,sizes,notice,expression,studied,developers,refer,shared,discovery,personal,commercial,citation,distributed,digital,distance,factor,fact,extraction,distribution,extracted,extract,external
Topic #2:,Annotate Here,size,design,goal,need,significant,generated,low,content,main,attributes,identify,respect,power,configuration,element,relatively,speed,fast,ability,assumption,dynamics,explore,extended,expression,extend,exact,external,evidence,execution,expert,experiments,experimental,exist,example,examples,extract,experience,expected,expansion,existing,experiment,factors,extracted,extraction,focus,flow,fixed,findings,finding,finally
Topic #3:,Annotate Here,performance,study,robot,evaluation,step,scale,determine,joint,represents,large,filtering,measured,empirical,record,summary,conducted,filter,rates,supervised,avoid,starting,experimental,evaluated,expression,explore,event,expert,experiments,events,evidence,example,experiment,examples,experience,expected,expansion,existing,extended,exact,exist,execution,extend,FALSE,external,extract,flow,fixed,findings,finding,finally
Topic #4:,Annotate Here,quality,relevant,parameters,consider,applied,applications,problems,implemented,follows,end,prediction,components,let,sampling,service,groups,report,assume,relational,discussed,demonstrate,region,distributions,require,series,links,entire,returned,structured,equation_0,scenario,partitioning,specification,files,ir,observations,sql,reasonable,examples,experimental,evidence,expression,explore,expert,exact,experiments,experience,experiment,example,expected
Topic #5:,Annotate Here,time,given,precision,probability,optimal,long,question,window,density,tweets,locations,convergence,exist,focused,moving,translation,experiments,expert,explore,experimental,experiment,expression,extend,experience,zero,expected,expansion,existing,external,execution,examples,example,exact,evidence,events,event,evaluation,extended,fact,extract,figure,follow,focus,flow,fixed,findings,finding,finally,final,filtering
Topic #6:,Annotate Here,tree,best,ranking,page,score,range,line,relevance,sequence,feedback,fact,focus,word,left,reference,indicates,figures,utility,interactions,wide,file,expert,experimental,experiment,experience,finding,findings,expected,expansion,existing,exist,execution,examples,example,fixed,exact,evidence,events,event,evaluation,evaluated,evaluate,et,estimation,flow,experiments,expression,explore,files,figure
Topic #7:,Annotate Here,experiments,state,index,linear,compare,uses,common,procedure,online,apply,visual,loss,art,ground,add,dimensions,extracted,expression,extend,extended,explore,expert,extraction,extract,external,zero,experimental,experiment,fact,expected,expansion,existing,exist,execution,examples,example,exact,evidence,events,experience,far,factor,files,following,follow,focused,focus,flow,fixed,findings
Topic #8:,Annotate Here,results,test,non,available,collection,according,tools,rank,performed,comparison,computed,simulation,reported,appropriate,necessary,validation,collections,zero,taken,slightly,analyzed,theoretical,structural,does,extend,fact,discovery,extraction,extracted,discuss,discussed,extract,external,extended,discussion,expression,factors,explore,expert,experiments,disk,experimental,experiment,experience,distance,expected,expansion,existing,factor,FALSE
Topic #9:,Annotate Here,documents,10,dataset,used,pairs,finding,frequency,setting,impact,produce,identified,svm,faster,approximate,retrieved,recommendation,split,highest,tested,load,module,expert,expansion,expected,exist,experience,experiment,experimental,experiments,existing,final,execution,expression,examples,example,exact,flow,evidence,events,event,focus,evaluation,evaluated,explore,external,fixed,extend,filter,files,file
Topic #10:,Annotate Here,fig,network,times,clusters,answer,increase,actual,smaller,usually,extraction,solutions,21,efficiently,far,considering,variance,mentioned,special,author,expression,experiments,extend,explore,extended,external,expert,zero,experimental,experiment,extract,expected,expansion,existing,exist,execution,examples,example,exact,evidence,events,experience,factor,extracted,files,following,follow,focused,focus,flow,fixed
Topic #11:,Annotate Here,work,control,object,nodes,classification,resulting,discuss,generate,version,computation,observe,automatically,samples,stable,needed,contact,sequences,quite,direct,effort,sites,increased,external,extend,expression,explore,expert,experiments,extended,evidence,experimental,experiment,events,experience,expected,expansion,existing,exist,execution,examples,example,exact,zero,extraction,extract,fig,flow,fixed,findings,finding
Topic #12:,Annotate Here,based,example,small,compared,objects,recall,list,human,lower,effectiveness,reduce,running,requires,mechanism,operation,ranked,improved,dimension,hypothesis,video,core,extended,external,extend,expression,explore,expert,experiments,expected,experimental,experiment,experience,expansion,existing,exist,execution,examples,exact,evidence,events,event,extract,zero,extracted,fig,flow,fixed,findings,finding,finally
Topic #13:,Annotate Here,task,presented,related,provide,measures,did,potential,having,trec,derived,especially,policy,adaptive,heuristic,latent,sensitive,filtering,expansion,explore,expert,experiments,experimental,experiment,fixed,experience,expected,existing,findings,exist,flow,execution,examples,example,exact,focus,evidence,events,event,evaluation,evaluated,expression,finding,extend,filter,final,files,file,figures,figure,fig
Topic #14:,Annotate Here,paper,structure,target,semantic,robots,interesting,description,concepts,presents,relations,constraint,issues,semantics,equation_1,detailed,numbers,languages,check,rest,novel,expected,experiments,experimental,expert,experiment,experience,explore,zero,expansion,existing,exist,extend,execution,examples,example,exact,evidence,events,event,evaluation,expression,fact,extended,external,fixed,findings,finding,finally,final,filtering
Topic #15:,Annotate Here,different,document,process,training,software,datasets,required,associated,structures,storage,appear,oriented,engineering,combining,synthetic,extend,experience,expression,explore,extended,expert,experiments,external,experimental,experiment,existing,expected,expansion,extracted,exist,execution,examples,example,exact,evidence,events,following,event,extract,focused,extraction,figure,flow,fixed,findings,finding,finally,final,filtering,filter
Topic #16:,Annotate Here,number,result,large,obtained,retrieval,does,total,variable,correlation,edge,gives,community,category,account,describes,communication,greater,observation,matches,association,26,exact,extended,external,expected,example,extract,extracted,evidence,extraction,extend,expert,expression,examples,explore,experience,execution,exist,experiments,existing,experimental,expansion,experiment,fact,zero,factor,factors,follow,focused,focus
Topic #17:,Annotate Here,new,average,input,memory,initial,obtain,threshold,basic,17,efficiency,metric,idea,tracking,partition,construction,strong,remaining,axis,depends,person,adding,explore,expression,extend,extended,expert,zero,experiments,experimental,experiment,experience,expected,expansion,existing,exist,execution,examples,example,exact,external,factor,extract,extracted,follow,focused,focus,flow,fixed,findings,finding
Topic #18:,Annotate Here,space,experimental,sample,observed,original,selection,15,expected,strategy,computing,server,accurate,minimum,recent,controller,constructed,choice,processes,direction,curve,physical,varying,expert,event,extended,extend,events,evidence,expression,exact,explore,external,existing,example,experiments,examples,execution,experiment,experience,exist,expansion,FALSE,extract,figure,focus,flow,fixed,findings,finding,finally
Topic #19:,Annotate Here,graph,models,random,representation,decision,fixed,edges,select,product,construct,allow,trees,suitable,authors,row,takes,contrast,robust,flow,body,settings,improvements,experience,explore,expert,experiments,experimental,evaluated,experiment,evidence,evaluation,expected,events,expansion,existing,exist,expression,execution,examples,example,exact,event,extract,extend,extended,findings,finding,finally,final,filtering
Topic #20:,Annotate Here,systems,class,error,cases,provides,maximum,detection,force,50,modeling,include,steps,help,seen,building,cache,session,corresponds,extract,extracted,explore,extraction,external,extended,extend,expression,discussed,experiments,expert,factor,experimental,experiment,experience,expected,expansion,existing,exist,execution,examples,example,exact,fact,far,factors,FALSE,follows,following,follow,focused,focus
Topic #21:,Annotate Here,point,higher,topic,form,matrix,examples,note,rate,execution,constraints,compute,length,13,al,including,classifier,join,et,motion,multi,introduced,introduce,classes,directly,location,interaction,traditional,questions,address,label,studies,labels,area,entities,dimensional,develop,planning,labeled,showed,learn,weights,build,contain,paths,relationships,statistics,short,aspects,iteration,gain
Topic #22:,Annotate Here,approach,analysis,general,framework,behavior,tasks,various,optimization,programming,novel,file,randomly,previously,popular,subject,expert,explore,extend,expression,experimental,extended,external,extract,extracted,experiments,focus,experiment,experience,expected,expansion,existing,exist,execution,examples,example,exact,evidence,events,event,follow,fact,extraction,fig,fixed,findings,finding,finally,final,focused,filtering
Topic #23:,Annotate Here,use,approaches,allows,considered,operations,condition,approximation,estimated,parts,exact,recognition,api,predicate,experiments,extend,events,expression,explore,external,extract,expert,extended,evidence,experimental,experiment,extraction,experience,expected,expansion,existing,exist,execution,examples,example,extracted,zero,fact,event,force,follows,following,follow,focused,focus,flow,fixed,findings,finding,finally,final
Topic #24:,Annotate Here,set,similar,sets,way,standard,rules,elements,likely,definition,people,library,consistent,article,outperforms,partial,keyword,sufficient,sense,distributed,factors,fact,extraction,extracted,extract,external,extended,extend,expression,explore,expert,experiments,experimental,experiment,direction,experience,expected,expansion,existing,exist,execution,examples,example,directly,exact,discovery,factor,FALSE,evidence,far,focus
Topic #25:,Annotate Here,proposed,features,technique,11,image,implementation,matching,used,extract,noise,alternative,extended,pre,detect,effectively,handle,normal,velocity,explore,expression,extend,zero,experiment,expert,experiments,experimental,experience,expected,expansion,existing,exist,execution,examples,example,exact,evidence,events,external,fact,extracted,file,following,follow,focused,focus,flow,fixed,findings,finding,finally
Topic #26:,Annotate Here,table,shown,distribution,text,change,future,words,developed,output,perform,key,complex,final,just,images,events,25,create,probabilistic,produced,tuple,answers,hash,ad,evidence,click,scenarios,field,files,experiments,experimental,filter,experiment,experience,filtering,finally,expected,expansion,fields,finding,exist,execution,findings,examples,example,exact,fixed,flow,focus,existing
Topic #27:,Annotate Here,using,learning,techniques,present,position,social,able,estimate,machine,scores,achieve,improvement,item,correct,ontology,transaction,FALSE,lead,follow,generally,learned,performing,columns,continuous,discovery,fact,extraction,extracted,extract,external,extended,extend,expression,explore,discuss,expert,domains,factors,experiments,discussed,experimental,experiment,experience,expected,expansion,existing,exist,execution,examples,factor
Topic #28:,Annotate Here,source,code,particular,context,view,independent,estimation,metrics,combination,close,kernel,includes,capture,recently,role,fields,transformation,extend,illustrate,experience,experimental,experiment,expression,expert,experiments,explore,expected,execution,expansion,existing,exist,external,examples,example,exact,evidence,events,event,evaluation,extended,factors,extract,extracted,focused,focus,flow,fixed,findings,finding,finally
Topic #29:,Annotate Here,query,section,described,previous,domain,term,group,attribute,TRUE,relation,operator,details,analyze,characteristics,underlying,return,providing,extended,extend,expression,event,explore,expert,experiments,events,experimental,exist,experiment,execution,evidence,experience,exact,example,extract,expected,expansion,examples,existing,external,zero,extracted,figure,focused,focus,flow,fixed,findings,finding,finally,final
Topic #30:,Annotate Here,method,database,support,cluster,parameter,access,changes,networks,certain,19,sub,management,spatial,ways,understanding,expansion,expression,evidence,factor,fact,extraction,extracted,extract,external,extended,exact,extend,explore,existing,example,expert,experiments,examples,factors,execution,experiment,experience,expected,exist,experimental,faster,FALSE,filtering,force,follows,following,follow,focused,focus,flow
Topic #31:,Annotate Here,data,used,knowledge,processing,language,instances,graphs,sensor,services,natural,denote,classifiers,unique,making,aim,later,predict,actually,synthetic,flow,experiment,expression,evaluated,evaluation,explore,expert,focused,focus,experiments,experimental,experience,event,expected,expansion,fixed,exist,execution,examples,example,exact,evidence,events,existing,filtering,findings,fast,files,final,file,figures
Topic #32:,Annotate Here,terms,feature,measure,corresponding,important,distance,solution,path,topics,dynamic,respectively,addition,additional,individual,useful,items,16,candidate,factor,bound,testing,sources,requirements,project,needs,regression,errors,categories,response,constant,practice,factors,implement,theory,explore,containing,expansion,indicate,coverage,weighted,regions,static,store,trajectory,literature,choose,criteria,stage,currently,issue
Topic #33:,Annotate Here,algorithms,shows,propose,bullet,evaluate,program,global,strategies,resources,chosen,desired,tags,influence,clearly,basis,easy,computer,denoted,review,explore,extend,extended,external,expression,experience,expert,experiments,experimental,experiment,expected,expansion,existing,exist,execution,examples,example,exact,evidence,events,extract,factors,extracted,extraction,focused,focus,flow,fixed,findings,finding,finally
Topic #34:,Annotate Here,following,high,hand,properties,extracted,increases,entity,difficult,temporal,makes,limited,corpus,specifically,likelihood,effects,23,extended,external,extend,expression,explore,expert,experiments,experimental,expansion,experiment,experience,expected,existing,exist,execution,examples,example,exact,evidence,events,event,evaluation,extract,factor,extraction,fact,follow,focused,focus,flow,fixed,findings,finding,finally
Topic #35:,Annotate Here,current,patterns,tool,mining,pattern,interface,complete,link,frequent,equation,participants,easily,xml,match,comparing,ii,block,probabilities,typical,th,experimental,experiments,expert,explore,expression,extend,extended,external,focus,findings,experiment,extract,expected,expansion,existing,exist,focused,execution,examples,follow,example,exact,experience,extracted,finding,field,finally,fixed,final,filtering
Topic #36:,Annotate Here,model,function,web,type,finally,types,local,weight,ratio,track,objective,activity,lists,major,equation_2,messages,center,expression,extend,explore,extended,expert,experiments,experimental,external,experiment,extract,existing,experience,expected,expansion,extraction,exist,execution,examples,example,exact,evidence,events,event,evaluation,extracted,zero,fact,file,follows,following,follow,focused,focus
Topic #37:,Annotate Here,queries,better,efficient,significantly,effect,baseline,larger,plan,event,18,performs,computational,reason,disk,understand,read,clear,searching,string,external,extended,extract,extend,expression,zero,explore,expert,extracted,experimental,experiment,experience,expected,expansion,existing,exist,execution,examples,example,exact,evidence,experiments,FALSE,extraction,fact,focused,focus,flow,fixed,findings,finding
Topic #38:,Annotate Here,value,define,node,functions,improve,positive,called,concept,variables,base,negative,architecture,field,represented,mobile,theorem,increasing,simply,indexing,pruning,place,approximately,event,explore,expert,expression,extend,experiments,evidence,experimental,events,experiment,exact,experience,expansion,existing,exist,execution,examples,example,expected,zero,extended,fig,focus,flow,fixed,findings,finding,finally
Topic #39:,Annotate Here,problem,second,like,specific,existing,instance,known,instead,selected,tables,differences,property,open,evaluated,highly,metadata,confidence,ones,binary,solve,hierarchical,findings,longer,experimental,experiment,experience,expected,experiments,expansion,final,figures,exist,finally,explore,execution,finding,examples,example,fixed,exact,evidence,events,event,evaluation,expert,filtering,expression,figure,fig,fields
Topic #40:,Annotate Here,research,level,possible,points,application,20,development,column,distributed,subset,furthermore,30,investigate,applying,relationship,purpose,stream,methodology,practical,integration,little,formal,widely,interval,extended,experimental,expression,explore,expert,external,extend,experiments,zero,experiment,experience,expected,expansion,existing,exist,execution,examples,example,exact,evidence,events,event,extract,far,extracted,extraction
Topic #41:,Annotate Here,order,accuracy,simple,good,contains,mean,conditions,generation,typically,states,0,rdf,resource,action,names,researchers,vertices,tag,expert,explore,expression,experiments,extend,extended,experimental,experience,experiment,extract,expected,expansion,existing,exist,execution,examples,example,exact,evidence,events,event,evaluation,external,factors,extracted,figure,focus,flow,fixed,findings,finding,finally
Topic #42:,Annotate Here,methods,users,defined,multiple,12,100,active,tuples,statistical,parallel,stored,site,connected,period,versions,identifying,included,distributions,experiments,factor,fact,extraction,direction,extracted,extract,external,extended,extend,expression,explore,expert,experimental,FALSE,experiment,experience,directly,expected,discovery,expansion,existing,exist,execution,examples,discuss,example,factors,far,document,filtering,following
Topic #43:,Annotate Here,values,case,single,right,represent,mapping,schema,consists,vectors,equal,specified,want,sum,profile,updates,importance,leads,equivalent,figure,examples,finding,experiments,experimental,experiment,experience,expected,findings,expansion,existing,exist,execution,example,figures,fixed,exact,evidence,events,event,flow,evaluation,evaluated,evaluate,et,finally,expert,explore,FALSE,fig,fields,field
Topic #44:,Annotate Here,algorithm,figure,cost,run,map,overall,environment,update,runs,pair,levels,cross,combined,lines,created,actions,illustrated,modified,percentage,loop,depth,external,extended,extend,expression,events,explore,extract,expert,exact,experiments,example,evidence,experiment,experience,expected,expansion,existing,exist,execution,examples,experimental,factor,extracted,extraction,follow,focused,focus,flow,fixed
